,on_street_name,total_injured,total_killed,accidents
1528,Featherbed Lane,2.0,0.0,3
1529,Fenimore Street,0.0,0.0,1
1530,Fenton Avenue,0.0,0.0,1
1531,Fieldstone Road,0.0,0.0,1
1532,Fillmore Avenue,0.0,0.0,2
1533,Findlay Avenue,0.0,0.0,1
1534,Fine Boulevard,0.0,0.0,1
1535,Fingal Street,2.0,0.0,1
1536,Fish Avenue,2.0,0.0,1
1537,Flatbush Avenue,42.0,0.0,57
1538,Flatbush Avenue Extension,4.0,0.0,4
1539,Flatlands 10 Street,0.0,0.0,1
1540,Flatlands Avenue,22.0,0.0,26
1541,Flushing Avenue,16.0,0.0,24
1542,Foch Boulevard,8.0,0.0,5
1543,Folsom Place,0.0,0.0,1
1544,Forbell Street,6.0,0.0,5
1545,Force Tube Avenue,0.0,0.0,1
1546,Forest Avenue,16.0,0.0,15
1547,Forest Hill Road,2.0,0.0,4
1548,Forrestal Avenue,2.0,0.0,1
1549,Fort George Avenue,0.0,0.0,1
1550,Fort Hamilton Parkway,6.0,0.0,8
1551,Fort Independence Street,0.0,0.0,1
1552,Fort Washington Avenue,4.0,0.0,6
1553,Foster Avenue,12.0,0.0,10
1554,Foster Road,0.0,0.0,1
1555,Fountain Avenue,0.0,0.0,1
1556,Four Corners Road,0.0,0.0,1
1557,Fox Street,0.0,0.0,1
1558,Frame Place,0.0,0.0,1
1559,Francis Lewis Boulevard,12.0,0.0,19
1560,Frankfort Street,0.0,0.0,1
1561,Franklin Avenue,8.0,0.0,10
1562,Freeborn Street,0.0,0.0,1
1563,Fresh Pond Road,2.0,0.0,1
1564,Frisby Avenue,0.0,0.0,1
1565,Frost Street,0.0,0.0,1
1566,Fteley Avenue,0.0,0.0,1
1567,Fulton Avenue,8.0,0.0,7
1568,Fulton Street,16.0,0.0,28
1569,Furman Avenue,0.0,0.0,3
1570,Furmanville Avenue,2.0,0.0,1
1571,Gansevoort Boulevard,2.0,0.0,1
1572,Gardner Avenue,2.0,0.0,1
1573,Garfield Place,2.0,0.0,3
1574,Garfield Street,0.0,0.0,1
1575,Garretson Avenue,0.0,0.0,1
1576,Garretson Lane,0.0,0.0,1
1577,Gates Avenue,6.0,0.0,9
1578,Gates Place,0.0,0.0,1
1579,Gateway Drive,0.0,0.0,5
1580,Gelston Avenue,2.0,0.0,1
1581,Geneva Loop,2.0,0.0,1
1582,Georgia Avenue,2.0,0.0,2
1583,Gerard Avenue,0.0,0.0,3
1584,Gerritsen Avenue,0.0,0.0,1
1585,Getz Avenue,2.0,0.0,2
1586,Givan Avenue,0.0,0.0,1
1587,Gleason Avenue,2.0,0.0,4
1588,Glen Street,2.0,0.0,3
1589,Glenmore Avenue,8.0,0.0,8
1590,Glenwood Road,16.0,0.0,12
1591,Goble Place,0.0,0.0,1
1592,Goethals Avenue,2.0,0.0,1
1593,Goethals Road North,0.0,0.0,2
1594,Gold Street,0.0,0.0,3
1595,Gordon Street,0.0,0.0,1
1596,Goulden Avenue,0.0,0.0,1
1597,Gowanus Expy (Bqe),16.0,0.0,15
1598,Grafton Street,0.0,0.0,1
1599,Graham Avenue,2.0,0.0,4
1600,Grand Avenue,10.0,0.0,7
1601,Grand Central Parkway,6.0,0.0,6
1602,Grand Central Pkwy,73.0,0.0,77
1603,Grand Concourse,26.0,0.0,35
1604,Grand Street,14.0,1.0,16
1605,Grandview Avenue,0.0,0.0,1
1606,Grant Avenue,0.0,0.0,3
1607,Grant Highway,2.0,0.0,2
1608,Graves Street,0.0,0.0,1
1609,Greene Avenue,4.0,0.0,5
1610,Greene Street,2.0,0.0,1
1611,Greenpoint Avenue,6.0,0.0,8
1612,Greenwich Avenue,2.0,0.0,1
1613,Greenwich Street,0.0,0.0,1
1614,Grenada Place,2.0,0.0,1
1615,Grove Street,0.0,0.0,1
1616,Gulf Avenue,2.0,0.0,1
1617,Gunther Avenue,2.0,0.0,3
1618,Guyon Avenue,0.0,0.0,1
1619,Haight Avenue,0.0,0.0,1
1620,Hall Street,0.0,0.0,1
1621,Halleck Street,2.0,0.0,2
1622,Halsey Street,0.0,0.0,4
1623,Hamilton Avenue,2.0,0.0,6
1624,Hancock Place,0.0,0.0,1
1625,Hancock Street,2.0,0.0,4
1626,Hannibal Street,0.0,0.0,1
1627,Hanover Square,0.0,0.0,1
1628,Harbor Road,2.0,0.0,2
1629,Haring Street,2.0,0.0,1
1630,Harkness Avenue,0.0,0.0,1
1631,Harlem River Drive,18.0,0.0,19
1632,Harman Street,2.0,0.0,3
1633,Hart Street,0.0,0.0,1
1634,Hasbrouck Road,0.0,0.0,1
1635,Hastings Street,0.0,0.0,1
1636,Havemeyer Avenue,0.0,0.0,1
1637,Havemeyer Street,2.0,0.0,2
1638,Haven Avenue,0.0,0.0,1
1639,Haviland Avenue,0.0,0.0,3
1640,Hawthorne Street,2.0,0.0,2
1641,Hazen Street,2.0,0.0,2
1642,Heath Avenue,0.0,0.0,2
1643,Hegeman Avenue,10.0,0.0,9
1644,Hemlock Street,2.0,0.0,2
1645,Hempstead Avenue,0.0,0.0,2
1646,Henderson Avenue,0.0,0.0,3
1647,Hendrickson Street,0.0,0.0,2
1648,Hendrix Street,0.0,0.0,3
1649,Henry Hudson Parkway,34.0,1.0,43
1650,Henry Hudson Parkway Ramp,0.0,0.0,1
1651,Henry Street,2.0,0.0,3
1652,Herkimer Place,0.0,0.0,1
1653,Herkimer Street,2.0,0.0,5
1654,Herzl Street,0.0,0.0,1
1655,Hester Street,0.0,0.0,1
1656,Hewes Street,0.0,0.0,1
1657,Hewitt Place,0.0,0.0,1
1658,Hewlett Street,2.0,0.0,2
1659,Hicks Street,4.0,0.0,9
1660,Highland Boulevard,2.0,0.0,2
1661,Hill Avenue,0.0,0.0,1
1662,Hill Street,2.0,0.0,3
1663,Hillside Avenue,22.0,0.0,24
1664,Himrod Street,2.0,0.0,2
1665,Hinsdale Street,4.0,0.0,4
1666,Hobart Street,2.0,0.0,1
1667,Hoe Avenue,0.0,0.0,3
1668,Holden Boulevard,2.0,0.0,1
1669,Holland Avenue,0.0,0.0,5
1670,Hollers Avenue,0.0,0.0,4
1671,Hollis Avenue,4.0,1.0,4
1672,Hollis Court Boulevard,0.0,0.0,1
1673,Holly Avenue,0.0,0.0,1
1674,Holly Street,0.0,0.0,1
1675,Hone Avenue,0.0,0.0,2
1676,Honeywell Street,2.0,0.0,1
1677,Hook Creek Boulevard,0.0,0.0,2
1678,Hope Street,0.0,0.0,1
1679,Hopkins Avenue,2.0,0.0,1
1680,Horace Harding Expressway,2.0,0.0,3
1681,Howard Avenue,8.0,0.0,15
1682,Hoyt Avenue North,2.0,0.0,1
1683,Hoyt Avenue South,2.0,0.0,2
1684,Hoyt Street,4.0,0.0,4
1685,Hubbard Street,0.0,0.0,1
1686,Hudson Parkway,0.0,0.0,1
1687,Hudson Street,2.0,0.0,2
1688,Hughes Avenue,0.0,0.0,2
1689,Huguenot Avenue,2.0,0.0,1
1690,Hull Avenue,0.0,0.0,5
1691,Humboldt Street,2.0,0.0,3
1692,Hunt Avenue,0.0,0.0,1
1693,Hunters Point Avenue,2.0,0.0,3
1694,Huntington Avenue,2.0,0.0,1
1695,Huntington Street,2.0,0.0,1
1696,Hunts Point Avenue,4.0,0.0,5
1697,Hutchinson River Parkway,16.0,0.0,18
1698,Hyatt Street,0.0,0.0,1
1699,Hylan Boulevard,20.0,1.0,30
1700,Independence Avenue,0.0,0.0,1
1701,Intervale Avenue,0.0,0.0,2
1702,Inwood Avenue,0.0,0.0,1
1703,Inwood Street,0.0,0.0,1
1704,Irvine Street,0.0,0.0,1
1705,Irving Avenue,8.0,0.0,6
1706,Irwin Avenue,0.0,0.0,1
1707,Ithaca Street,0.0,0.0,1
1708,Jackie Robinson Pkwy,26.0,0.0,26
1709,Jackson Avenue,4.0,0.0,7
1710,Jackson Street,0.0,0.0,2
1711,Jamaica Avenue,32.0,0.0,32
1712,Jarrett Place,2.0,0.0,1
1713,Jay Street,2.0,0.0,1
1714,Jefferson Avenue,0.0,0.0,3
1715,Jefferson Street,0.0,0.0,1
1716,Jennings Street,0.0,0.0,3
1717,Jerome Avenue,28.0,0.0,41
1718,Jerome Street,0.0,0.0,2
1719,Jersey Street,0.0,0.0,1
1720,Jesup Avenue,0.0,0.0,2
1721,Jewel Avenue,0.0,0.0,1
1722,Jewett Avenue,2.0,0.0,1
1723,Johnson Avenue,0.0,0.0,3
1724,Johnson Street,6.0,0.0,6
1725,Joralemon Street,0.0,0.0,2
1726,Jordan Avenue,0.0,0.0,1
1727,Judge Street,0.0,0.0,1
1728,Junction Boulevard,6.0,0.0,6
1729,Juniper Boulevard North,0.0,1.0,1
1730,Juniper Valley Road,0.0,0.0,1
1731,Junius Street,4.0,0.0,5
1732,Justice Avenue,2.0,0.0,1
1733,Kappock Street,0.0,0.0,1
1734,Keeseville Avenue,0.0,0.0,1
1735,Kelly Boulevard,0.0,0.0,2
1736,Kelly Street,2.0,0.0,3
1737,Kenilworth Avenue,0.0,0.0,1
1738,Kenmare Street,0.0,0.0,2
1739,Kent Avenue,2.0,0.0,5
1740,Kepler Avenue,0.0,0.0,1
1741,King Road,0.0,0.0,2
1742,Kings Highway,28.0,0.0,31
1743,Kingsbridge Avenue,0.0,0.0,2
1744,Kingsbridge Terrace,0.0,0.0,4
1745,Kingsland Avenue,4.0,0.0,7
1746,Kingston Avenue,10.0,0.0,7
1747,Kissena Boulevard,10.0,0.0,6
1748,Knapp Street,2.0,0.0,4
1749,Knickerbocker Avenue,0.0,0.0,5
1750,Knolls Crescent,0.0,0.0,1
1751,Korean War Vets Parkway,4.0,0.0,4
1752,Kosciuszko Street,2.0,0.0,1
1753,Lacombe Avenue,2.0,0.0,2
1754,Laconia Avenue,4.0,0.0,6
1755,Lafayette Avenue,8.0,0.0,9
1756,Lafayette Street,2.0,0.0,3
1757,Laight Street,0.0,0.0,1
1758,Lamberts Lane,0.0,0.0,2
1759,Lamport Boulevard,0.0,0.0,1
1760,Landis Avenue,0.0,0.0,1
1761,Laurel Hill Boulevard,0.0,1.0,2
1762,Laurel Hill Terrace,0.0,0.0,1
1763,Laurelton Parkway,24.0,0.0,27
1764,Lawrence Avenue,0.0,0.0,1
1765,Layton Avenue,2.0,0.0,1
1766,Leavitt Street,0.0,0.0,1
1767,Lee Avenue,0.0,0.0,1
1768,Lefferts Boulevard,10.0,1.0,9
1769,Legion Street,0.0,0.0,1
1770,Leland Avenue,4.0,0.0,2
1771,Lenox Avenue,6.0,0.0,6
1772,Lenox Road,2.0,0.0,4
1773,Leonard Street,4.0,0.0,3
1774,Lewis Avenue,8.0,0.0,13
1775,Lewiston Street,0.0,0.0,1
1776,Lexington Avenue,6.0,0.0,19
1777,Liberty Avenue,12.0,0.0,16
1778,Liberty Street,0.0,0.0,2
1779,Lily Pond Avenue,2.0,0.0,4
1780,Lincoln Avenue,2.0,0.0,6
1781,Lincoln Place,2.0,0.0,2
1782,Linden Boulevard,38.0,0.0,56
1783,Linden Place,0.0,0.0,1
1784,Linden Street,0.0,0.0,3
1785,Linwood Street,0.0,0.0,2
1786,Little Clove Road,2.0,0.0,1
1787,Little Neck Parkway,2.0,0.0,5
1788,Livermore Avenue,0.0,0.0,1
1789,Livingston Street,2.0,0.0,2
1790,Livonia Avenue,4.0,0.0,7
1791,Lockman Avenue,0.0,0.0,1
1792,Locust Avenue,2.0,0.0,3
1793,Logan Avenue,0.0,0.0,1
1794,Logan Street,4.0,0.0,5
1795,Lois Avenue,0.0,0.0,1
1796,Long Island Expressway,60.0,0.0,83
1797,Long Street,0.0,0.0,1
1798,Longfellow Avenue,0.0,0.0,1
1799,Longwood Avenue,4.0,0.0,7
1800,Lorimer Street,2.0,0.0,5
1801,Loring Avenue,2.0,0.0,1
1802,Loring Place North,0.0,0.0,1
1803,Lorraine Street,2.0,0.0,1
1804,Lott Avenue,0.0,0.0,4
1805,Louisiana Avenue,0.0,0.0,1
1806,Lowerre Place,0.0,0.0,1
1807,Ludlow Street,0.0,0.0,1
1808,Lutheran Avenue,0.0,0.0,1
1809,Lydig Avenue,2.0,0.0,1
1810,Lyon Avenue,0.0,0.0,1
1811,Mac Dougal Street,2.0,0.0,2
1812,Macdonough Street,2.0,0.0,3
1813,Macdougal Street,0.0,0.0,1
1814,Mace Avenue,0.0,0.0,3
1815,Macombs Dam Bridge,2.0,0.0,2
1816,Macombs Road,0.0,0.0,2
1817,Macon Street,2.0,0.0,2
1818,Madison Avenue,18.0,0.0,18
1819,Madison Street,4.0,0.0,6
1820,Magenta Street,2.0,0.0,1
1821,Main Street,8.0,0.0,8
1822,Major Avenue,0.0,0.0,1
1823,Major Deegan Expressway,66.0,0.0,79
1824,Manhattan Avenue,0.0,0.0,8
1825,Manor Avenue,0.0,0.0,1
1826,Manor Road,6.0,1.0,5
1827,Maple Avenue,0.0,0.0,3
1828,Maple Parkway,0.0,0.0,1
1829,Maple Street,0.0,0.0,2
1830,Maple Terrace,0.0,0.0,1
1831,Marcus Garvey Boulevard,2.0,0.0,5
1832,Marcy Avenue,6.0,0.0,7
1833,Marianne Street,0.0,0.0,1
1834,Marine Avenue,0.0,0.0,1
1835,Marlborough Road,0.0,0.0,1
1836,Marmion Avenue,0.0,0.0,1
1837,Martense Street,0.0,0.0,2
1838,Martin Luther King Jr,0.0,0.0,3
1839,Maujer Street,2.0,0.0,1
1840,Maurice Avenue,2.0,0.0,4
1841,May Avenue,0.0,0.0,1
1842,Mayfair Drive North,0.0,0.0,1
1843,Mayfair Drive South,0.0,0.0,1
1844,Mayville Street,0.0,0.0,1
1845,Mc Donald Avenue,6.0,0.0,11
1846,Mc Guinness Boulevard,0.0,0.0,6
1847,Mc Kibbin Street,0.0,0.0,1
1848,Mcclean Avenue,0.0,0.0,3
1849,Mcgraw Avenue,0.0,0.0,2
1850,Meadow Street,0.0,0.0,1
1851,Meeker Avenue,0.0,0.0,3
1852,Melrose Avenue,2.0,0.0,4
1853,Melrose Street,0.0,0.0,1
1854,Memphis Avenue,0.0,0.0,2
1855,Mercer Street,2.0,0.0,3
1856,Meredith Avenue,0.0,0.0,1
1857,Mermaid Avenue,6.0,0.0,6
1858,Merrick Boulevard,6.0,0.0,9
1859,Merrill Avenue,0.0,0.0,1
1860,Merriman Avenue,0.0,0.0,1
1861,Merritt Avenue,0.0,0.0,1
1862,Meserole Street,0.0,0.0,1
1863,Metcalf Avenue,2.0,0.0,5
1864,Metropolitan Avenue,16.0,0.0,23
1865,Metrotech Center,2.0,0.0,1
1866,Mickle Avenue,2.0,0.0,1
1867,Middletown Road,2.0,0.0,2
1868,Midland Parkway,2.0,0.0,2
1869,Midwood Street,2.0,0.0,2
1870,Miles Avenue,0.0,0.0,1
1871,Milford Drive,2.0,0.0,1
1872,Milford Street,0.0,0.0,2
1873,Mill Road,0.0,0.0,1
1874,Minford Place,0.0,0.0,2
1875,Monitor Street,2.0,0.0,2
1876,Monroe Street,2.0,0.0,1
1877,Montauk Avenue,0.0,0.0,2
1878,Montgomery Avenue,0.0,0.0,3
1879,Montrose Avenue,4.0,0.0,4
1880,Moore Street,0.0,0.0,1
1881,Morgan Avenue,4.0,0.0,6
1882,Morningside Avenue,0.0,0.0,4
1883,Morningstar Road,6.0,0.0,3
1884,Morris Avenue,10.0,0.0,9
1885,Morris Park Avenue,6.0,1.0,9
1886,Mosholu Parkway,8.0,0.0,5
1887,Mott Avenue,2.0,0.0,5
1888,Mount Eden Parkway,0.0,0.0,1
1889,Mount Hope Place,0.0,0.0,1
1890,Mulberry Street,0.0,0.0,2
1891,Murdock Avenue,0.0,0.0,5
1892,Murray Street,4.0,0.0,3
1893,Myrtle Avenue,24.0,0.0,20
1894,Nagle Avenue,0.0,0.0,4
1895,Nameoke Avenue,0.0,0.0,1
1896,Narrows Road North,0.0,0.0,1
1897,Nassau Avenue,2.0,0.0,2
1898,Nassau Expressway,0.0,0.0,4
1899,National Street,2.0,0.0,2
1900,Navy Street,4.0,0.0,2
1901,Needham Avenue,2.0,0.0,2
1902,Neill Avenue,2.0,0.0,3
1903,Nelson Avenue,2.0,0.0,3
1904,Neponsit Avenue,0.0,0.0,1
1905,Neptune Avenue,14.0,0.0,15
1906,Nereid Avenue,0.0,0.0,1
1907,Netherland Avenue,2.0,0.0,2
1908,Nevins Street,0.0,0.0,2
1909,New Dorp Lane,0.0,0.0,1
1910,New England Thruway,2.0,0.0,2
1911,New Haven Avenue,0.0,0.0,1
1912,New Jersey Avenue,0.0,0.0,1
1913,New Lots Avenue,14.0,0.0,16
1914,New Utrecht Avenue,6.0,0.0,7
1915,New York Avenue,10.0,0.0,11
1916,Newbold Avenue,2.0,0.0,2
1917,Newkirk Avenue,4.0,0.0,4
1918,Newport Street,2.0,0.0,2
1919,Newtown Road,2.0,0.0,1
1920,Nicholas Avenue,0.0,0.0,1
1921,Nichols Avenue,2.0,0.0,1
1922,Nicolls Avenue,2.0,0.0,1
1923,Noble Avenue,2.0,0.0,1
1924,Noll Street,2.0,0.0,1
1925,Nome Avenue,0.0,0.0,2
1926,Norfolk Street,0.0,0.0,1
1927,Norman Avenue,0.0,0.0,2
1928,Norman Street,2.0,0.0,2
1929,North 10 Street,0.0,0.0,2
1930,North 14 Street,0.0,0.0,1
1931,North 3 Street,0.0,0.0,1
1932,North 4 Street,0.0,0.0,2
1933,North 5 Street,0.0,0.0,1
1934,North 8 Street,0.0,0.0,1
1935,North Burgher Avenue,0.0,0.0,1
1936,North Conduit Avenue,18.0,0.0,19
1937,North Gannon Avenue,2.0,0.0,2
1938,North Oxford Street,0.0,0.0,1
1939,North Street,4.0,0.0,2
1940,Northern Boulevard,24.0,0.0,34
1941,Nostrand Avenue,46.0,0.0,47
1942,Oak Avenue,2.0,0.0,1
1943,Oak Point Avenue,0.0,0.0,1
1944,Oakdale Street,2.0,0.0,1
1945,Ocean Avenue,18.0,0.0,24
1946,Ocean Parkway,12.0,0.0,12
1947,Ocean Terrace,0.0,0.0,1
1948,Oceanview Place,0.0,0.0,1
1949,Ogden Avenue,4.0,0.0,6
1950,Old South Road,2.0,0.0,1
1951,Olinville Avenue,4.0,0.0,4
1952,Olive Street,0.0,0.0,2
1953,Olmstead Avenue,2.0,0.0,2
1954,Onderdonk Avenue,4.0,0.0,3
1955,Orange Street,2.0,0.0,1
1956,Osgood Avenue,2.0,0.0,2
1957,Otis Avenue,2.0,0.0,1
1958,Overing Street,2.0,0.0,1
1959,Ovington Avenue,0.0,0.0,1
1960,Pacific Street,6.0,0.0,5
1961,Paerdegat 7 Street,2.0,0.0,1
1962,Paerdegat Avenue North,2.0,0.0,1
1963,Page Avenue,0.0,0.0,2
1964,Palmetto Street,2.0,0.0,1
1965,Park Avenue,20.0,0.0,37
1966,Park Avenue South,2.0,0.0,1
1967,Park Circle,0.0,0.0,3
1968,Park Drive East,0.0,0.0,2
1969,Park Hill Avenue,0.0,0.0,3
1970,Park Lane,2.0,0.0,1
1971,Park Place,2.0,0.0,9
1972,Park Row,0.0,0.0,1
1973,Parkside Avenue,4.0,0.0,8
1974,Parsons Boulevard,14.0,0.0,10
1975,Patchen Avenue,4.0,0.0,4
1976,Paulding Avenue,0.0,0.0,3
1977,Pauw Street,0.0,0.0,1
1978,Pearl Street,2.0,0.0,4
1979,Pelham Parkway,0.0,0.0,3
1980,Pelham Parkway South,2.0,0.0,5
1981,Pennsylvania Avenue,28.0,0.0,36
1982,Perry Street,0.0,0.0,2
1983,Philip Avenue,0.0,0.0,1
1984,Pilling Street,2.0,0.0,1
1985,Pine Street,0.0,0.0,3
1986,Pineapple Street,0.0,0.0,1
1987,Pinehurst Avenue,0.0,0.0,1
1988,Pinkney Avenue,0.0,0.0,1
1989,Pinson Street,0.0,0.0,1
1990,Pioneer Street,0.0,0.0,1
1991,Pitkin Avenue,18.0,0.0,19
1992,Platinum Avenue,2.0,0.0,1
1993,Police Plaza,0.0,0.0,1
1994,Ponton Avenue,0.0,0.0,1
1995,Popham Avenue,0.0,0.0,1
1996,Pople Avenue,0.0,0.0,1
1997,Port Richmond Avenue,2.0,0.0,2
1998,Post Avenue,2.0,0.0,4
1999,Powell Avenue,0.0,0.0,1
2000,Powell Street,0.0,0.0,1
2001,President Street,2.0,0.0,5
2002,Prince Street,4.0,0.0,2
2003,Prospect Avenue,16.0,0.0,14
2004,Prospect Expressway East,4.0,0.0,5
2005,Prospect Park Southwest,2.0,0.0,2
2006,Prospect Park West,2.0,0.0,2
2007,Prospect Place,2.0,0.0,8
2008,Provost Street,0.0,0.0,1
2009,Pugsley Avenue,2.0,0.0,2
2010,Pulaski Street,4.0,0.0,2
2011,Putnam Avenue,4.0,0.0,12
2012,Putnam Avenue West,0.0,0.0,1
2013,Quay Street,0.0,0.0,1
2014,Queens Boulevard,22.0,0.0,21
2015,Queens Plaza South,2.0,0.0,2
2016,Quentin Road,8.0,0.0,8
2017,Quincy Avenue,0.0,0.0,1
2018,Radcliff Avenue,0.0,0.0,1
2019,Radnor Street,2.0,0.0,1
2020,Ralph Avenue,18.0,0.0,20
2021,Randall Avenue,4.0,0.0,5
2022,Raymond Place,0.0,0.0,1
2023,Reeds Mill Lane,0.0,0.0,1
2024,Reid Avenue,8.0,0.0,6
2025,Remsen Avenue,14.0,0.0,13
2026,Renwick Street,0.0,0.0,1
2027,Reservoir Avenue,0.0,0.0,1
