,on_street_name,total_injured,total_killed,accidents
2028,Reservoir Oval West,0.0,0.0,1
2029,Review Avenue,0.0,0.0,1
2030,Rhinelander Avenue,2.0,0.0,2
2031,Richards Street,0.0,0.0,1
2032,Richardson Avenue,0.0,0.0,1
2033,Richardson Street,0.0,0.0,2
2034,Richmond Avenue,12.0,0.0,19
2035,Richmond Hill Road,0.0,0.0,4
2036,Richmond Road,2.0,0.0,9
2037,Richmond Street,0.0,0.0,1
2038,Richmond Terrace,4.0,0.0,9
2039,Rider Avenue,0.0,0.0,1
2040,Ridge Boulevard,0.0,0.0,2
2041,Ridge Street,0.0,0.0,1
2042,Ridgewood Avenue,0.0,0.0,3
2043,River Avenue,2.0,0.0,6
2044,Riverdale Avenue,6.0,0.0,8
2045,Riverside Drive,14.0,0.0,21
2046,Rivington Street,0.0,0.0,1
2047,Roberts Avenue,2.0,0.0,1
2048,Rochambeau Avenue,0.0,0.0,1
2049,Rochester Avenue,8.0,0.0,9
2050,Rockaway Avenue,14.0,0.0,13
2051,Rockaway Beach Boulevard,6.0,0.0,7
2052,Rockaway Boulevard,12.0,0.0,23
2053,Rockaway Parkway,20.0,0.0,23
2054,Rockaway Point Boulevard,0.0,0.0,1
2055,Rockefeller Plaza,0.0,0.0,1
2056,Rockland Avenue,2.0,0.0,3
2057,Rodney Street,0.0,0.0,1
2058,Roebling Street,0.0,0.0,1
2059,Rogers Avenue,14.0,0.0,15
2060,Roman Avenue,2.0,0.0,1
2061,Roosevelt Avenue,14.0,0.0,12
2062,Rosedale Avenue,0.0,0.0,2
2063,Ross Street,0.0,0.0,1
2064,Rossville Avenue,0.0,0.0,1
2065,Rust Street,2.0,0.0,1
2066,Rutgers Street,2.0,0.0,3
2067,Rutland Road,4.0,0.0,4
2068,Ryer Avenue,0.0,0.0,6
2069,Sacket Avenue,0.0,0.0,2
2070,Sackett Street,0.0,0.0,1
2071,Sackman Street,0.0,0.0,2
2072,Saint Anns Avenue,6.0,0.0,7
2073,Saint Felix Street,0.0,0.0,1
2074,Saint James Place,0.0,0.0,1
2075,Saint Johns Place,0.0,0.0,4
2076,Saint Lawrence Avenue,0.0,0.0,2
2077,Saint Marks Avenue,0.0,0.0,2
2078,Saint Marks Place,2.0,0.0,4
2079,Saint Marys Street,2.0,0.0,1
2080,Saint Nicholas Avenue,14.0,0.0,16
2081,Saint Nicholas Terrace,0.0,0.0,2
2082,Saint Pauls Avenue,2.0,0.0,1
2083,Saint Pauls Place,0.0,0.0,2
2084,Saint Raymond Avenue,0.0,0.0,2
2085,Sampson Avenue,2.0,0.0,1
2086,Sandford Street,0.0,0.0,1
2087,Sands Street,0.0,0.0,1
2088,Sanford Avenue,0.0,0.0,5
2089,Saratoga Avenue,6.0,0.0,8
2090,Saultell Avenue,0.0,0.0,3
2091,Sawyer Avenue,0.0,0.0,1
2092,Sayres Avenue,0.0,0.0,1
2093,Schenck Avenue,0.0,0.0,2
2094,Schenectady Avenue,10.0,0.0,11
2095,Schermerhorn Street,0.0,0.0,1
2096,Scholes Street,0.0,0.0,3
2097,Seafoam Street,0.0,0.0,1
2098,Seagate Avenue,2.0,0.0,1
2099,Seagirt Avenue,0.0,0.0,1
2100,Seagirt Boulevard,0.0,0.0,5
2101,Seaview Avenue,8.0,0.0,7
2102,Seddon Street,0.0,0.0,1
2103,Sedgwick Avenue,0.0,0.0,7
2104,Seeley Street,0.0,0.0,1
2105,Seigel Street,0.0,0.0,1
2106,Senator Street,2.0,0.0,3
2107,Seneca Avenue,4.0,0.0,4
2108,Seward Avenue,0.0,0.0,1
2109,Shakespeare Avenue,0.0,0.0,1
2110,Sharpe Avenue,0.0,0.0,1
2111,Sharrott Avenue,0.0,0.0,1
2112,Sheepshead Bay Road,2.0,0.0,2
2113,Shell Road,0.0,0.0,1
2114,Shepherd Avenue,0.0,0.0,3
2115,Sheridan Avenue,2.0,0.0,4
2116,Sheridan Expressway,6.0,0.0,3
2117,Sherman Avenue,4.0,0.0,4
2118,Shore Boulevard,0.0,0.0,2
2119,Shore Front Parkway,2.0,0.0,1
2120,Shore Parkway,8.0,0.0,14
2121,Shore Road,6.0,0.0,3
2122,Silver Street,2.0,0.0,1
2123,Skillman Avenue,2.0,0.0,4
2124,Slosson Avenue,0.0,0.0,2
2125,Smart Street,0.0,0.0,1
2126,Smedley Street,2.0,0.0,1
2127,Smith Street,10.0,0.0,6
2128,Snediker Avenue,0.0,0.0,4
2129,Snyder Avenue,8.0,0.0,8
2130,Sound View Avenue,6.0,0.0,5
2131,South 1 Street,0.0,0.0,2
2132,South 2 Street,0.0,0.0,2
2133,South 3 Street,2.0,0.0,3
2134,South 5 Place,0.0,0.0,1
2135,South 5 Street,2.0,0.0,3
2136,South 8 Street,0.0,0.0,1
2137,South 9 Street,4.0,0.0,3
2138,South Avenue,4.0,0.0,4
2139,South Conduit Avenue,8.0,0.0,9
2140,South Gannon Avenue,2.0,0.0,1
2141,South Portland Avenue,0.0,0.0,1
2142,South Road,2.0,0.0,2
2143,South Street,2.0,0.0,1
2144,Southern Boulevard,28.0,0.0,25
2145,Southern Parkway,2.0,0.0,2
2146,Spencer Avenue,0.0,0.0,1
2147,Spencer Street,0.0,0.0,1
2148,Spofford Avenue,0.0,0.0,1
2149,Sprague Avenue,0.0,0.0,1
2150,Spring Street,4.0,0.0,3
2151,Springfield Boulevard,6.0,0.0,7
2152,Springfield Lane,0.0,0.0,1
2153,Stafford Avenue,2.0,0.0,1
2154,Stanhope Street,0.0,0.0,4
2155,Stanley Avenue,4.0,0.0,7
2156,Stanwix Street,0.0,0.0,1
2157,Starbuck Street,2.0,0.0,1
2158,Starr Avenue,0.0,0.0,1
2159,Starr Street,0.0,0.0,2
2160,State Street,0.0,0.0,2
2161,Staten Island Expressway,10.0,0.0,15
2162,Stebbins Avenue,0.0,0.0,1
2163,Steinway Street,4.0,0.0,7
2164,Stephen Street,0.0,0.0,2
2165,Stephens Court,0.0,0.0,1
2166,Sterling Place,2.0,0.0,8
2167,Sterling Street,0.0,0.0,1
2168,Steuben Street,0.0,0.0,1
2169,Stillwell Avenue,0.0,0.0,2
2170,Stobe Avenue,0.0,0.0,1
2171,Stockholm Street,0.0,0.0,5
2172,Stone Avenue,10.0,2.0,9
2173,Story Avenue,4.0,0.0,3
2174,Stratford Avenue,2.0,0.0,1
2175,Stratton Street,0.0,0.0,1
2176,Strickland Avenue,0.0,0.0,1
2177,Stuyvesant Avenue,2.0,0.0,3
2178,Summit Avenue,0.0,0.0,1
2179,Sumpter Street,2.0,0.0,1
2180,Sunrise Highway,2.0,0.0,3
2181,Surf Avenue,2.0,0.0,3
2182,Surrey Place,0.0,0.0,1
2183,Sutphin Boulevard,4.0,0.0,6
2184,Sutter Avenue,6.0,0.0,22
2185,Sutton Street,0.0,0.0,1
2186,Sycamore Street,0.0,0.0,1
2187,Taaffe Place,0.0,0.0,1
2188,Tapscott Street,4.0,0.0,4
2189,Targee Street,0.0,0.0,4
2190,Taylor Street,0.0,0.0,1
2191,Tehama Street,0.0,0.0,1
2192,Teller Avenue,0.0,0.0,2
2193,Ten Eyck Street,2.0,0.0,1
2194,Tenbroeck Avenue,0.0,0.0,2
2195,Tennyson Drive,0.0,0.0,1
2196,Thames Street,0.0,0.0,1
2197,Thieriot Avenue,0.0,0.0,1
2198,Thompson Street,0.0,0.0,2
2199,Thomson Avenue,2.0,0.0,1
2200,Throgs Neck Expressway,2.0,0.0,2
2201,Throop Avenue,8.0,0.0,8
2202,Thwaites Place,2.0,0.0,1
2203,Tibbett Avenue,0.0,0.0,1
2204,Tiebout Avenue,2.0,0.0,2
2205,Tiemann Avenue,0.0,0.0,1
2206,Tiffany Street,6.0,0.0,6
2207,Tilden Avenue,4.0,0.0,4
2208,Tilden Street,0.0,0.0,2
2209,Tillary Street,4.0,0.0,2
2210,Tillotson Avenue,2.0,0.0,3
2211,Tinton Avenue,0.0,0.0,3
2212,Todt Hill Road,0.0,0.0,3
2213,Tompkins Avenue,14.0,0.0,9
2214,Tompkins Circle,0.0,0.0,1
2215,Tonsor Street,2.0,0.0,1
2216,Townsend Avenue,0.0,0.0,2
2217,Traffic Avenue,0.0,0.0,1
2218,Transverse Road Number One,0.0,0.0,1
2219,Transverse Road Number Three,4.0,0.0,4
2220,Trantor Place,0.0,0.0,1
2221,Travis Avenue,2.0,0.0,2
2222,Treadwell Avenue,0.0,0.0,2
2223,Trinity Avenue,0.0,0.0,3
2224,Troutman Street,0.0,0.0,3
2225,Troy Avenue,2.0,0.0,4
2226,Truxton Street,0.0,0.0,1
2227,Tryon Avenue,0.0,0.0,1
2228,Tyndall Avenue,2.0,0.0,1
2229,Tyrellan Avenue,0.0,0.0,1
2230,Tysens Lane,2.0,0.0,3
2231,Undercliff Avenue,4.0,0.0,4
2232,Underhill Avenue,2.0,0.0,3
2233,Union Avenue,6.0,0.0,11
2234,Union Square East,2.0,0.0,1
2235,Union Street,8.0,0.0,20
2236,Union Turnpike,12.0,1.0,9
2237,University Avenue,16.0,0.0,13
2238,Utica Avenue,28.0,0.0,25
2239,Utopia Parkway,2.0,0.0,6
2240,Valentine Avenue,12.0,0.0,13
2241,Van Brunt Street,2.0,0.0,4
2242,Van Buren Street,0.0,0.0,1
2243,Van Dam Street,0.0,0.0,1
2244,Van Sicklen Street,0.0,0.0,1
2245,Van Siclen Avenue,0.0,0.0,1
2246,Van Siderin Avenue,2.0,0.0,1
2247,Van Wyck Expwy,44.0,0.0,51
2248,Vancortlandt Avenue East,2.0,0.0,1
2249,Vancortlandt Park East,0.0,0.0,1
2250,Vandam Street,4.0,0.0,7
2251,Vanderbilt Avenue,2.0,0.0,4
2252,Vandervort Place,0.0,0.0,1
2253,Vanduzer Street,2.0,0.0,1
2254,Vannest Avenue,0.0,0.0,1
2255,Vanwyck Expressway,4.0,0.0,3
2256,Varick Avenue,0.0,0.0,1
2257,Varick Street,2.0,0.0,5
2258,Vermilyea Avenue,2.0,0.0,2
2259,Vermont Place,2.0,0.0,1
2260,Vermont Street,2.0,0.0,4
2261,Vernon Boulevard,2.0,0.0,3
2262,Veronica Place,0.0,0.0,2
2263,Verrazano Bridge Lower,0.0,0.0,1
2264,Vesey Street,0.0,0.0,2
2265,Victory Boulevard,8.0,0.0,13
2266,Viele Avenue,2.0,0.0,1
2267,Villa Avenue,2.0,0.0,1
2268,Vireo Avenue,0.0,0.0,1
2269,Virgil Place,0.0,0.0,1
2270,Virginia Avenue,0.0,0.0,1
2271,Voorhies Avenue,4.0,0.0,3
2272,Vyse Avenue,2.0,0.0,5
2273,Waldo Avenue,0.0,0.0,1
2274,Waldron Street,0.0,0.0,1
2275,Wales Avenue,0.0,0.0,1
2276,Walker Street,2.0,1.0,4
2277,Wall Street,2.0,0.0,1
2278,Wallabout Street,6.0,0.0,5
2279,Waltham Street,0.0,0.0,1
2280,Walton Avenue,4.0,0.0,7
2281,Wareham Place,0.0,0.0,1
2282,Waring Avenue,2.0,0.0,2
2283,Warren Street,2.0,0.0,1
2284,Warwick Street,2.0,0.0,1
2285,Washington Avenue,14.0,0.0,24
2286,Watchogue Road,4.0,0.0,4
2287,Water Street,4.0,0.0,3
2288,Waterbury Avenue,2.0,0.0,2
2289,Waterside Plaza,0.0,0.0,1
2290,Watkins Street,0.0,0.0,2
2291,Watson Avenue,6.0,0.0,4
2292,Watts Street,0.0,0.0,1
2293,Waverly Avenue,0.0,0.0,1
2294,Waverly Place,0.0,0.0,1
2295,Webb Avenue,0.0,0.0,1
2296,Webster Avenue,32.0,0.0,36
2297,Weed Avenue,0.0,0.0,2
2298,Weeks Avenue,0.0,0.0,2
2299,Weirfield Street,2.0,0.0,3
2300,Wellbrook Avenue,0.0,0.0,1
2301,Wenner Place,0.0,0.0,1
2302,West 10 Street,0.0,0.0,1
2303,West 100 Street,0.0,0.0,2
2304,West 101 Street,2.0,0.0,3
2305,West 103 Street,2.0,0.0,2
2306,West 104 Street,2.0,0.0,2
2307,West 105 Street,0.0,0.0,2
2308,West 108 Street,0.0,0.0,2
2309,West 109 Street,0.0,0.0,1
2310,West 11 Street,0.0,0.0,1
2311,West 111 Street,0.0,0.0,2
2312,West 112 Street,0.0,0.0,4
2313,West 113 Street,0.0,0.0,2
2314,West 114 Street,2.0,0.0,2
2315,West 115 Street,0.0,0.0,3
2316,West 116 Street,2.0,0.0,4
2317,West 118 Street,2.0,0.0,3
2318,West 12 Street,4.0,0.0,3
2319,West 120 Street,0.0,0.0,2
2320,West 121 Street,2.0,0.0,2
2321,West 122 Street,4.0,0.0,3
2322,West 123 Street,0.0,0.0,2
2323,West 125 Street,24.0,0.0,18
2324,West 126 Street,2.0,0.0,2
2325,West 127 Street,4.0,0.0,2
2326,West 128 Street,2.0,0.0,1
2327,West 13 Street,2.0,0.0,4
2328,West 130 Street,2.0,0.0,4
2329,West 131 Street,2.0,0.0,2
2330,West 133 Street,4.0,0.0,3
2331,West 135 Street,2.0,0.0,1
2332,West 136 Street,0.0,0.0,1
2333,West 137 Street,0.0,0.0,1
2334,West 139 Street,2.0,0.0,3
2335,West 14 Street,2.0,0.0,1
2336,West 140 Street,4.0,0.0,6
2337,West 141 Street,2.0,0.0,6
2338,West 142 Street,0.0,0.0,2
2339,West 143 Street,4.0,0.0,8
2340,West 144 Street,2.0,0.0,3
2341,West 145 Street,18.0,0.0,17
2342,West 146 Street,0.0,0.0,3
2343,West 147 Street,4.0,0.0,3
2344,West 15 Street,2.0,0.0,3
2345,West 150 Street,0.0,0.0,2
2346,West 152 Street,0.0,0.0,4
2347,West 154 Street,2.0,0.0,2
2348,West 155 Street,10.0,0.0,11
2349,West 157 Street,0.0,0.0,1
2350,West 158 Street,0.0,0.0,1
2351,West 159 Street,2.0,0.0,1
2352,West 16 Street,0.0,0.0,2
2353,West 160 Street,0.0,0.0,3
2354,West 161 Street,0.0,0.0,1
2355,West 163 Street,2.0,0.0,3
2356,West 164 Street,0.0,0.0,3
2357,West 166 Street,0.0,0.0,3
2358,West 168 Street,0.0,0.0,1
2359,West 169 Street,0.0,0.0,2
2360,West 17 Road,2.0,0.0,1
2361,West 17 Street,0.0,0.0,4
2362,West 170 Street,4.0,0.0,3
2363,West 172 Street,0.0,0.0,3
2364,West 173 Street,0.0,0.0,2
2365,West 174 Street,0.0,0.0,1
2366,West 175 Street,2.0,0.0,1
2367,West 177 Street,6.0,0.0,5
2368,West 178 Street,2.0,0.0,3
2369,West 179 Street,4.0,0.0,7
2370,West 180 Street,2.0,0.0,3
2371,West 181 Street,6.0,0.0,3
2372,West 182 Street,0.0,0.0,1
2373,West 183 Street,2.0,0.0,2
2374,West 184 Street,4.0,0.0,2
2375,West 188 Street,4.0,0.0,2
2376,West 189 Street,0.0,0.0,2
2377,West 19 Street,2.0,0.0,2
2378,West 192 Street,2.0,0.0,1
2379,West 193 Street,0.0,0.0,2
2380,West 195 Street,0.0,0.0,1
2381,West 2 Street,0.0,0.0,2
2382,West 20 Street,2.0,0.0,2
2383,West 204 Street,0.0,0.0,1
2384,West 207 Street,6.0,0.0,7
2385,West 21 Street,2.0,0.0,2
2386,West 215 Street,0.0,0.0,1
2387,West 218 Street,0.0,0.0,1
2388,West 225 Street,2.0,0.0,3
2389,West 23 Street,6.0,0.0,5
2390,West 230 Street,4.0,0.0,4
2391,West 231 Street,4.0,0.0,3
2392,West 233 Street,0.0,0.0,1
2393,West 237 Street,0.0,0.0,1
2394,West 238 Street,0.0,0.0,3
2395,West 24 Street,2.0,0.0,2
2396,West 25 Street,0.0,0.0,3
2397,West 259 Street,0.0,0.0,1
2398,West 26 Street,0.0,0.0,3
2399,West 260 Street,0.0,0.0,1
2400,West 261 Street,0.0,0.0,1
2401,West 262 Street,0.0,0.0,1
2402,West 27 Street,0.0,0.0,2
2403,West 28 Street,2.0,0.0,3
2404,West 29 Street,0.0,0.0,7
2405,West 30 Street,0.0,0.0,1
2406,West 31 Street,2.0,0.0,2
2407,West 33 Street,2.0,0.0,2
2408,West 34 Street,2.0,1.0,1
2409,West 35 Street,0.0,0.0,1
2410,West 36 Street,4.0,0.0,9
2411,West 37 Street,8.0,0.0,8
2412,West 38 Street,4.0,0.0,4
2413,West 39 Street,2.0,0.0,4
2414,West 4 Street,0.0,0.0,2
2415,West 40 Street,2.0,0.0,2
2416,West 41 Street,4.0,0.0,2
2417,West 42 Street,4.0,0.0,3
2418,West 43 Street,2.0,0.0,3
2419,West 44 Street,0.0,0.0,1
2420,West 45 Street,0.0,0.0,2
2421,West 46 Street,4.0,0.0,3
2422,West 48 Street,0.0,0.0,2
2423,West 49 Street,0.0,0.0,2
2424,West 50 Street,0.0,0.0,1
2425,West 51 Street,0.0,0.0,1
2426,West 52 Street,0.0,0.0,4
2427,West 53 Street,0.0,0.0,1
2428,West 54 Street,0.0,0.0,1
2429,West 57 Street,4.0,0.0,7
2430,West 58 Street,0.0,0.0,1
2431,West 6 Street,6.0,0.0,6
2432,West 60 Street,2.0,0.0,1
2433,West 61 Street,0.0,0.0,1
2434,West 64 Street,2.0,0.0,1
2435,West 67 Street,0.0,0.0,2
2436,West 68 Street,0.0,0.0,1
2437,West 69 Street,2.0,0.0,1
2438,West 70 Street,2.0,0.0,1
2439,West 71 Street,0.0,0.0,1
2440,West 72 Street,2.0,0.0,2
2441,West 74 Street,0.0,0.0,1
2442,West 75 Street,0.0,0.0,1
2443,West 78 Street,0.0,0.0,1
2444,West 79 Street,4.0,0.0,3
2445,West 8 Street,2.0,0.0,3
2446,West 81 Street,0.0,0.0,1
2447,West 82 Street,2.0,0.0,2
2448,West 83 Street,0.0,0.0,2
2449,West 85 Street,0.0,0.0,1
2450,West 89 Street,0.0,0.0,1
2451,West 9 Street,0.0,0.0,2
2452,West 90 Street,0.0,0.0,1
2453,West 91 Street,0.0,0.0,3
2454,West 92 Street,0.0,0.0,1
2455,West 93 Street,0.0,0.0,2
2456,West 94 Street,0.0,0.0,2
2457,West 95 Street,0.0,0.0,3
2458,West 96 Street,2.0,0.0,5
2459,West 97 Street,2.0,0.0,3
2460,West 98 Street,2.0,0.0,1
2461,West Broadway,0.0,0.0,3
2462,West Burnside Avenue,2.0,0.0,6
2463,West Clarke Place,2.0,0.0,1
2464,West Drive,5.0,0.0,2
2465,West End Avenue,6.0,0.0,8
2466,West Farms Road,0.0,0.0,4
2467,West Fingerboard Road,2.0,0.0,1
2468,West Fordham Road,16.0,0.0,23
2469,West Gun Hill Road,0.0,0.0,1
2470,West Houston Street,0.0,0.0,2
2471,West Kingsbridge Road,4.0,0.0,8
2472,West Mosholu Parkway South,0.0,0.0,1
2473,West Shore Expressway,0.0,0.0,9
2474,West Street,6.0,0.0,13
2475,West Tremont Avenue,2.0,0.0,4
2476,Westchester Avenue,20.0,0.0,23
2477,Westervelt Avenue,0.0,0.0,1
2478,Westwood Avenue,2.0,0.0,2
2479,Whipple Street,0.0,0.0,1
2480,White Plains Road,32.0,0.0,40
2481,White Street,0.0,0.0,1
2482,Whitestone Expressway,12.0,0.0,15
2483,Whitman Drive,0.0,0.0,1
2484,Whitney Avenue,0.0,0.0,1
2485,Wickham Avenue,2.0,0.0,2
2486,Wilder Avenue,0.0,0.0,1
2487,Wilkens Avenue,0.0,0.0,1
2488,Willett Avenue,0.0,0.0,1
2489,Willett Street,0.0,0.0,1
2490,William Street,0.0,0.0,1
2491,Williams Avenue,2.0,0.0,1
2492,Williams Place,0.0,0.0,1
2493,Williamsbridge Road,6.0,0.0,8
2494,Williamsburg Bridge,0.0,0.0,1
2495,Williamsburg Street West,4.0,0.0,4
2496,Willis Avenue,6.0,0.0,9
2497,Willoughby Avenue,6.0,0.0,8
2498,Willoughby Street,0.0,0.0,2
2499,Willow Road East,0.0,0.0,1
2500,Willowbrook Road,4.0,0.0,3
2501,Wilson Avenue,12.0,0.0,10
2502,Wilson Street,0.0,0.0,1
2503,Winant Avenue,0.0,0.0,1
2504,Windsor Place,0.0,0.0,2
2505,Winthrop Street,4.0,0.0,6
2506,Withers Street,0.0,0.0,1
2507,Wood Avenue,0.0,0.0,1
2508,Woodbine Street,0.0,0.0,4
2509,Woodhaven Boulevard,28.0,0.0,22
2510,Woodrow Road,2.0,0.0,2
2511,Woodruff Avenue,2.0,0.0,2
2512,Woodside Avenue,4.0,0.0,4
2513,Woodward Avenue,4.0,0.0,4
2514,Woodycrest Avenue,4.0,0.0,3
2515,Woolley Avenue,2.0,0.0,2
2516,Wortman Avenue,5.0,0.0,5
2517,Wright Street,0.0,0.0,2
2518,Wyckoff Avenue,2.0,0.0,10
2519,Wyona Street,0.0,0.0,1
2520,Wythe Avenue,2.0,0.0,5
2521,Xenia Street,0.0,0.0,1
2522,York Avenue,4.0,0.0,9
2523,Zeiser Place,0.0,0.0,2
2524,Zerega Avenue,6.0,0.0,6
