u,v,key,osmid,oneway,highway,length,geometry,lanes,ref,name,maxspeed,bridge,dangerosity,tunnel,access
60918686,60926787,0,8119569,True,motorway_link,223.76099999999994,"LINESTRING (-73.9395205 40.8492533, -73.9398604 40.8493565, -73.9400019 40.8493957, -73.9405569 40.8495224, -73.9406398 40.849542, -73.94071 40.849564, -73.94077059999999 40.8495902, -73.9408224 40.8496209, -73.9408591 40.8496522, -73.9408925 40.8496889, -73.9409206 40.849732, -73.94094250000001 40.8497778, -73.9409555 40.8498276, -73.9409611 40.8498798, -73.9409562 40.8499312, -73.9409443 40.8499833, -73.9409149 40.8500667, -73.9408933 40.8501349, -73.9408832 40.8501876, -73.9408785 40.8502372, -73.9408802 40.8502878, -73.9408904 40.850334, -73.94090679999999 40.8503804, -73.9409249 40.8504174, -73.9409473 40.8504508, -73.940978 40.8504865, -73.94101120000001 40.8505201)",2,,,,,0.7609999999999388,,
60926787,60926791,0,538831851,True,motorway_link,98.84800000000001,"LINESTRING (-73.94101120000001 40.8505201, -73.94105759999999 40.8505544, -73.9411096 40.8505864, -73.9411642 40.8506149, -73.9412215 40.8506396, -73.94127760000001 40.8506608, -73.9413342 40.8506755, -73.94139130000001 40.8506856, -73.9414496 40.8506918, -73.94150670000001 40.8506936, -73.9415643 40.8506941, -73.94162 40.8506895, -73.9416729 40.8506809, -73.94173050000001 40.8506677, -73.9417929 40.850649, -73.9418522 40.8506265, -73.94191240000001 40.8506013, -73.94196580000001 40.8505745, -73.94201510000001 40.8505465, -73.94205959999999 40.8505185)",2,,,,,0.8480000000000132,,
60926791,595441949,0,"[538831851, 46588502]",True,motorway_link,436.346,"LINESTRING (-73.94205959999999 40.8505185, -73.94211780000001 40.8504734, -73.9421717 40.850426, -73.94222240000001 40.850378, -73.9422685 40.8503317, -73.9423122 40.8502836, -73.94235380000001 40.8502321, -73.9423898 40.8501839, -73.9424246 40.8501335, -73.94246219999999 40.8500699, -73.942497 40.8500004, -73.94252520000001 40.8499308, -73.94260010000001 40.8497197, -73.9426363 40.8496125, -73.94267739999999 40.8494825, -73.9427532 40.8492354, -73.94277769999999 40.8491503, -73.942941 40.8485125, -73.9430974 40.8479053, -73.94317890000001 40.8475791, -73.9431934 40.8475, -73.9432049 40.8474134, -73.9432248 40.8472475, -73.9432341 40.8471638, -73.9432415 40.8470846, -73.9432549 40.846918, -73.9432631 40.8467543)",2,,,,yes,0.34600000000000364,,
595441949,60926905,0,767990670,True,motorway_link,82.29,"LINESTRING (-73.9432631 40.8467543, -73.94326150000001 40.8465894, -73.9432587 40.8464262, -73.9432602 40.8463412, -73.9432635 40.8462606, -73.9432709 40.8461796, -73.9432814 40.8460958, -73.94329449999999 40.8460155)",2,,,,yes,0.29000000000000625,,
60926905,60927291,0,46587570,True,motorway_link,32.169,"LINESTRING (-73.94329449999999 40.8460155, -73.9433329 40.8459385, -73.94337160000001 40.8458766, -73.943415 40.8458138, -73.9434615 40.845756)",,,,,yes,0.16899999999999693,,
60927291,60928402,0,"[8119608, 46587579]",True,motorway_link,583.169,"LINESTRING (-73.9434615 40.845756, -73.94349579999999 40.845641, -73.94358680000001 40.8455248, -73.9436448 40.8454767, -73.94370019999999 40.8454391, -73.9437557 40.8454092, -73.9438202 40.8453796, -73.9438914 40.8453522, -73.9439611 40.8453283, -73.944064 40.8452955, -73.94418020000001 40.8452587, -73.9445085 40.845154, -73.9445977 40.8451218, -73.9446808 40.8450865, -73.9447629 40.8450441, -73.9448278 40.8450057, -73.9448811 40.8449693, -73.9449236 40.8449364, -73.94496479999999 40.8448989, -73.9450056 40.8448568, -73.94504480000001 40.8448106, -73.945081 40.8447628, -73.9451126 40.8447147, -73.94514479999999 40.8446616, -73.9451682 40.8446195, -73.9451923 40.8445702, -73.9452189 40.8445104, -73.9452433 40.8444475, -73.945261 40.8443919, -73.94527720000001 40.8443313, -73.9452924 40.8442356, -73.9452996 40.8441743, -73.9453007 40.8441305, -73.94530469999999 40.8440171, -73.9453139 40.8435747, -73.94532460000001 40.8433527, -73.9453441 40.8431223, -73.94536960000001 40.8429114, -73.9454041 40.8426952, -73.9454417 40.842468, -73.94548690000001 40.8422335, -73.9455325 40.8420355, -73.945587 40.8418306, -73.94563890000001 40.8416374, -73.94570419999999 40.8414221, -73.9457735 40.8412228)",,,,,yes,0.16899999999998272,,
60928402,254342115,0,"[46577963, 46577964, 122738271]",True,motorway,1147.469,"LINESTRING (-73.9457735 40.8412228, -73.9458618 40.8410297, -73.9459556 40.8408398, -73.9460586 40.8406466, -73.9461695 40.8404496, -73.94628470000001 40.8402597, -73.9464054 40.8400733, -73.9465325 40.8398914, -73.94667010000001 40.8397037, -73.9468044 40.8395255, -73.94694749999999 40.8393482, -73.9470946 40.8391715, -73.94724789999999 40.8389937, -73.94739730000001 40.8388247, -73.94755189999999 40.8386546, -73.94771 40.8384879, -73.94787410000001 40.8383154, -73.94806800000001 40.8381148, -73.94839229999999 40.8377812, -73.9485383 40.8376272, -73.9486323 40.8375277, -73.94872429999999 40.837419, -73.9487985 40.8373293, -73.948876 40.8372254, -73.94894309999999 40.837128, -73.9490053 40.8370294, -73.94907019999999 40.8369179, -73.94912669999999 40.8368041, -73.9491666 40.836719, -73.949215 40.8365939, -73.94925430000001 40.8364818, -73.9492858 40.836378, -73.9501588 40.8334069, -73.9503977 40.8325993, -73.95052339999999 40.832173, -73.9505908 40.8319507, -73.95066009999999 40.8317357)",3,HHP;NY 9A,Henry Hudson Parkway,,yes,0.46900000000005093,,
254342115,587934436,0,46577963,True,motorway,123.059,"LINESTRING (-73.95066009999999 40.8317357, -73.95073549999999 40.8315213, -73.9508153 40.8313071, -73.95089849999999 40.8310952, -73.9509865 40.8308887, -73.9510824 40.8306765)",3,HHP;NY 9A,Henry Hudson Parkway,,,0.0589999999999975,,
587934436,254342293,0,"[278707978, 46577963, 278707980, 46568293]",True,motorway,1055.362,"LINESTRING (-73.9510824 40.8306765, -73.951183 40.8304738, -73.9512871 40.8302733, -73.95140290000001 40.8300716, -73.9515274 40.829869, -73.95165470000001 40.8296741, -73.95178129999999 40.829493, -73.95192590000001 40.8292915, -73.95208100000001 40.8290818, -73.9522132 40.8289148, -73.952388 40.828714, -73.9525316 40.8285535, -73.95427599999999 40.8266776, -73.9554342 40.8254311, -73.9555979 40.8252551, -73.9557671 40.8250688, -73.9559277 40.8248882, -73.95607339999999 40.8247171, -73.9562316 40.8245242, -73.95637120000001 40.8243479, -73.95651239999999 40.8241665, -73.95769300000001 40.8226363)",3,HHP;NY 9A,Henry Hudson Parkway,,yes,0.36200000000008004,,
254342293,254484327,0,"[22941409, 46568339, 46568293]",True,motorway,974.2239999999999,"LINESTRING (-73.95769300000001 40.8226363, -73.9587247 40.8212995, -73.9588691 40.8211132, -73.9590213 40.820919, -73.9591734 40.8207303, -73.95933479999999 40.820538, -73.95948970000001 40.8203583, -73.9606084 40.8190926, -73.9607785 40.8189025, -73.9609504 40.8187197, -73.9611201 40.818544, -73.96129740000001 40.8183663, -73.9614703 40.8181967, -73.9616547 40.8180204, -73.96180099999999 40.8178802, -73.96253830000001 40.8171721, -73.9627189 40.8169997, -73.9628934 40.8168282, -73.9630666 40.8166538, -73.9632306 40.8164791, -73.9633955 40.8162994, -73.96355509999999 40.8161208, -73.9637108 40.8159398, -73.9638624 40.8157541, -73.964009 40.8155693, -73.9641546 40.8153803)",3,HHP;NY 9A,Henry Hudson Parkway,,yes,0.2239999999999327,,
254484327,61261100,0,"[22941409, 46563139, 46563143]",True,motorway,2323.539999999999,"LINESTRING (-73.9641546 40.8153803, -73.9642877 40.8151909, -73.9644146 40.8149963, -73.9645914 40.8146984, -73.9647049 40.8144971, -73.9648167 40.8143032, -73.96493409999999 40.8141041, -73.9650547 40.8139078, -73.9651808 40.813713, -73.9653127 40.8135202, -73.96545260000001 40.8133283, -73.96559360000001 40.813142, -73.9657418 40.8129555, -73.96588629999999 40.812768, -73.96602970000001 40.8125823, -73.96617500000001 40.8123953, -73.9663207 40.8122061, -73.9664595 40.8120166, -73.9665919 40.81183, -73.966724 40.811639, -73.9668566 40.8114412, -73.96698240000001 40.8112469, -73.9682814 40.8091962, -73.96840640000001 40.8090027, -73.9685341 40.8088098, -73.9686615 40.8086174, -73.9687923 40.8084227, -73.9689259 40.8082317, -73.9690611 40.8080388, -73.9691973 40.8078508, -73.96933439999999 40.8076618, -73.96947350000001 40.8074694, -73.9696141 40.8072825, -73.9697535 40.8070959, -73.9698971 40.806906, -73.9700414 40.8067181, -73.9701883 40.80653, -73.97128410000001 40.8051337, -73.9714288 40.8049479, -73.9715727 40.804759, -73.97171350000001 40.8045727, -73.971857 40.8043828, -73.9719997 40.8041953, -73.97214219999999 40.8040039, -73.97227940000001 40.8038188, -73.9724195 40.8036282, -73.9725557 40.8034387, -73.9726926 40.8032467, -73.9728282 40.8030582, -73.9729663 40.8028698, -73.9731032 40.8026775, -73.9732363 40.8024859, -73.9733691 40.8022931, -73.9735019 40.8021017, -73.97363420000001 40.8019087, -73.97376629999999 40.8017177, -73.97389509999999 40.8015251, -73.9740218 40.8013294, -73.97414499999999 40.8011358, -73.9742676 40.8009383, -73.97438649999999 40.8007439, -73.9745023 40.8005433, -73.9746124 40.8003424, -73.9747167 40.8001432, -73.97481260000001 40.7999409, -73.9749028 40.799737, -73.9749887 40.7995314, -73.975064 40.7993376, -73.97522360000001 40.7989062, -73.9753027 40.7986955, -73.97538040000001 40.7984912, -73.97545839999999 40.7982825, -73.975542 40.7980724, -73.97562689999999 40.7978679, -73.9757135 40.7976617, -73.9758051 40.7974561, -73.9758989 40.7972535, -73.97599529999999 40.7970503, -73.97604629999999 40.7969481, -73.9761024 40.7968475, -73.9761596 40.7967504, -73.9762204 40.7966521)",3,HHP;NY 9A,Henry Hudson Parkway,,yes,0.5399999999990541,,
61261100,61261104,0,46563143,True,motorway,72.611,"LINESTRING (-73.9762204 40.7966521, -73.97628469999999 40.7965573, -73.9763524 40.7964601, -73.97642279999999 40.7963663, -73.9765005 40.796272, -73.97657839999999 40.7961848, -73.976663 40.7960926)",3,HHP;NY 9A,Henry Hudson Parkway,,,0.6110000000000042,,
61261104,61269400,0,"[46563171, 46563174, 46563143]",True,motorway,1119.882,"LINESTRING (-73.976663 40.7960926, -73.9767476 40.7960068, -73.9768346 40.7959195, -73.97700949999999 40.7957485, -73.9771877 40.7955821, -73.97737360000001 40.7954168, -73.9775612 40.7952551, -73.9783159 40.7945998, -73.97860129999999 40.7943548, -73.9787812 40.794194, -73.9789676 40.7940229, -73.97914179999999 40.7938546, -73.979316 40.7936811, -73.97948649999999 40.7935056, -73.9796506 40.7933265, -73.97980990000001 40.7931469, -73.979966 40.7929631, -73.98011649999999 40.792781, -73.98026729999999 40.792597, -73.9804129 40.7924142, -73.9805575 40.7922242, -73.9807007 40.7920364, -73.9808415 40.7918464, -73.98097679999999 40.7916562, -73.9811101 40.7914647, -73.9812412 40.7912727, -73.98137060000001 40.7910799, -73.98149669999999 40.7908835, -73.9816178 40.7906903, -73.9817391 40.7904921, -73.9818551 40.7902955, -73.9819696 40.7900937, -73.98207979999999 40.7898942, -73.982184 40.7896953, -73.982287 40.789493, -73.9823868 40.7892887, -73.9824831 40.7890849, -73.9825767 40.7888784, -73.9826657 40.7886751, -73.98275270000001 40.788469, -73.9828357 40.7882646, -73.9829146 40.7880541, -73.98314070000001 40.7874281)",3,HHP;NY 9A,Henry Hudson Parkway,,yes,0.8820000000000618,,
61269400,61271527,0,"[46546728, 46546732, 46563174]",True,motorway,471.22700000000003,"LINESTRING (-73.98314070000001 40.7874281, -73.9832158 40.7872187, -73.9832937 40.787012, -73.9833783 40.7868062, -73.9834664 40.7866021, -73.9835331 40.7864565, -73.9836325 40.7862513, -73.9837411 40.7860549, -73.9838675 40.7858502, -73.9839874 40.78567, -73.9841277 40.7854672, -73.9845306 40.7848843, -73.984661 40.7846956, -73.9847889 40.7845113, -73.98491850000001 40.7843308, -73.985056 40.784141, -73.98546020000001 40.7835876)",3,HHP;NY 9A,Henry Hudson Parkway,,yes,0.2270000000000323,,
61271527,61272997,0,"[22941939, 46546732, 171561798]",True,motorway,1492.7520000000002,"LINESTRING (-73.98546020000001 40.7835876, -73.9858097 40.7831083, -73.98663550000001 40.7819722, -73.98670850000001 40.7818724, -73.9867831 40.7817726, -73.9868546 40.7816869, -73.9869305 40.7816037, -73.98702230000001 40.7815068, -73.9871033 40.7814235, -73.9872793 40.7812422, -73.9874555 40.7810636, -73.98763289999999 40.7808798, -73.9878018 40.7807007, -73.9879648 40.7805175, -73.9881223 40.780327, -73.98827850000001 40.780131, -73.98841760000001 40.7799416, -73.9888437 40.7793612, -73.99061399999999 40.7769329, -73.9912504 40.7760589, -73.9920178 40.7750081, -73.99312689999999 40.7735026, -73.9935787 40.7728822, -73.9940668 40.7722159, -73.9942568 40.7719432)",3,HHP;NY 9A,Henry Hudson Parkway,,yes,0.7520000000001801,,
61272997,61273001,0,22941939,True,motorway,131.85000000000002,"LINESTRING (-73.9942568 40.7719432, -73.9943794 40.7717188, -73.9944476 40.7715906, -73.99450830000001 40.7714494, -73.9945767 40.7712376, -73.99463679999999 40.7709776, -73.9946707 40.7708053)",3,HHP;NY 9A,Henry Hudson Parkway,,,0.8500000000000227,,
61273001,61273004,0,46538382,True,residential,24.503,"LINESTRING (-73.9946707 40.7708053, -73.994406 40.7707138)",2,,West 56th Street,,,0.5030000000000001,,
61273004,247123612,0,717634745,True,residential,18.078,"LINESTRING (-73.994406 40.7707138, -73.9942154 40.770639)",2,,West 56th Street,,,0.0779999999999994,,
247123612,247123615,0,463033874,True,primary_link,94.48400000000001,"LINESTRING (-73.9942154 40.770639, -73.9941925 40.7708751, -73.9941511 40.7710232, -73.9940908 40.7711269, -73.9940229 40.7712093, -73.9939838 40.7712561, -73.99389360000001 40.7713129, -73.9938252 40.7713281, -73.9937554 40.7713252)",,,,,,0.48400000000000887,,
247123615,42430745,0,"[169381961, 825236402, 420895732]",False,primary,227.584,"LINESTRING (-73.9937554 40.7713252, -73.9935668 40.7712413, -73.9932987 40.771127, -73.99325399999999 40.7711079, -73.9924314 40.7707515, -73.9920789 40.7706042, -73.9915525 40.7703823, -73.99140199999999 40.7703191)","['5', '4']",,West 57th Street,,,0.5840000000000032,,designated
42430745,42430747,0,"[626221794, 420894342]",False,secondary,83.87100000000001,"LINESTRING (-73.99140199999999 40.7703191, -73.99131680000001 40.7704367, -73.991151 40.7706656, -73.9909567 40.7709339, -73.990923 40.7709804)",5,,11th Avenue,,,0.8710000000000093,,
42430747,42430749,0,"[22904155, 46538405]",False,secondary,81.282,"LINESTRING (-73.990923 40.7709804, -73.9908751 40.7710466, -73.9907032 40.7712839, -73.9904829 40.771588, -73.9904588 40.7716213)",4,,11th Avenue,,,0.2819999999999965,,
42430749,2061592973,0,"[46538396, 5669975]",False,secondary,78.946,"LINESTRING (-73.9904588 40.7716213, -73.99043810000001 40.7716496, -73.9904145 40.7716819, -73.990278 40.7718712, -73.9902063 40.7719709, -73.9900384 40.7721907, -73.99000119999999 40.7722409)",4,,West End Avenue,,,0.945999999999998,,
2061592973,42421985,0,"[420894376, 420894374]",False,secondary,79.248,"LINESTRING (-73.99000119999999 40.7722409, -73.9899509 40.7723103, -73.9898199 40.7724911, -73.9895878 40.7728117, -73.9895487 40.7728658)",,,West End Avenue,,,0.24800000000000466,,
42421985,42421982,0,46525011,True,tertiary,275.139,"LINESTRING (-73.9895487 40.7728658, -73.98942529999999 40.772814, -73.9889933 40.7726327, -73.9889032 40.7725949, -73.98882949999999 40.7725639, -73.9883987 40.7723831, -73.98764420000001 40.7720648, -73.98748190000001 40.7719964, -73.9874241 40.771972, -73.987407 40.7719648, -73.98734330000001 40.7719385, -73.98668960000001 40.7716682)",1,,West 61st Street,,,0.13900000000001,,
